JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty,adaptive
100113,0.0179,2.3555,2.7803,0.69,0.6588,1,23,1
92175,0.0155,2.1542,2.8326,0.6801,0.6768,0,23,1
109597,0.0131,2.6869,2.3323,0.7706,0.4287,1,35,1
96612,0.0121,2.493,2.0749,0.698,0.4556,1,35,1
124314,0.0138,2.7376,2.4829,0.6745,0.3836,0,35,1
105484,0.0191,2.4504,2.8823,0.6876,0.6469,1,23,1
111091,0.0139,2.8443,2.6808,0.8076,0.5163,1,23,1
116765,0.0169,2.6864,2.6484,0.7655,0.4842,1,23,1
137728,0.0186,2.641,2.6483,0.715,0.5408,0,63,1
137728,0.0186,2.641,2.6483,0.715,0.5408,0,63,1
174395,0.0234,3.0266,3.0924,0.7397,0.4719,1,63,1
150126,0.0203,2.8111,3.1064,0.7096,0.5226,0,63,1
96724,0.0104,2.2041,2.1649,0.6901,0.5919,1,35,1
104880,0.0119,2.3465,2.3441,0.6818,0.5115,1,35,1
115143,0.0169,2.3247,2.6511,0.6907,0.6566,0,35,1
114829,0.0118,2.6858,2.3694,0.7749,0.4773,1,35,1
126181,0.0152,2.4054,2.5669,0.7462,0.4956,0,17,1
185700,0.0255,3.0578,2.8744,0.68,0.4556,0,17,1
125753,0.0162,2.553,2.7618,0.6699,0.5681,1,63,1
131535,0.0175,2.535,2.8718,0.6939,0.5519,1,63,1
138751,0.02,2.5961,3.049,0.702,0.6392,1,63,1
133235,0.0179,2.6339,2.8808,0.6745,0.5168,0,63,1
134109,0.0178,2.6778,2.6805,0.7331,0.5163,1,63,1
134109,0.0178,2.6778,2.6805,0.7331,0.5163,1,63,1
97680,0.0156,2.363,2.6459,0.661,0.6158,0,23,1
102486,0.015,2.6569,2.7401,0.7432,0.5398,0,23,1
166631,0.0256,2.9506,3.3735,0.6899,0.4483,1,63,1
129668,0.0173,2.6436,2.8514,0.6577,0.5113,1,63,1
139644,0.021,2.58,3.0391,0.686,0.6039,1,63,1
124585,0.0183,2.4925,2.5953,0.6891,0.5581,0,35,1
101231,0.0124,1.9552,2.4599,0.689,0.5087,1,35,1
101231,0.0124,1.9552,2.4599,0.689,0.5087,1,35,1
94124,0.016,2.4199,2.6034,0.6739,0.5104,0,23,1
84680,0.0113,1.9914,2.5334,0.7255,0.5379,1,23,1
88682,0.0117,2.1018,2.512,0.7614,0.61,0,23,1
132041,0.0166,2.6083,2.3686,0.6952,0.5333,1,17,1
116285,0.0139,2.4037,2.3483,0.6943,0.5088,0,17,1
138115,0.0185,2.8599,2.7488,0.7528,0.5633,1,63,1
138115,0.0185,2.8599,2.7488,0.7528,0.5633,1,63,1
140726,0.0175,2.9725,2.672,0.6608,0.4108,1,63,1
139655,0.0196,2.6259,2.5519,0.7064,0.5656,1,63,1
102527,0.0129,2.2441,1.9862,0.6708,0.5276,1,35,1
102561,0.0128,1.9604,2.6102,0.6703,0.5151,0,35,1
111568,0.0149,2.2882,2.5567,0.7218,0.6679,0,35,1
88313,0.0083,1.8601,2.2494,0.7095,0.5598,1,35,1
144927,0.0179,2.8366,2.7477,0.7538,0.4975,1,17,1
147637,0.0217,2.6371,3.1664,0.6878,0.6207,0,17,1
123266,0.0141,2.677,2.3695,0.7443,0.4182,0,17,1
97562,0.0119,2.1601,2.3052,0.7547,0.5421,1,35,1
91615,0.0106,2.0188,2.1041,0.6456,0.4235,1,35,1
92644,0.0088,1.9007,2.2882,0.7578,0.4835,1,35,1
69168,0.0067,1.7839,1.9267,0.7158,0.2059,0,27,0
60842,0.0046,1.394,1.6844,0.6943,0.2604,1,27,0
87293,0.0083,2.4834,2.0602,0.7385,0.3887,0,27,0
68550,0.0061,1.8743,1.7787,0.6851,0.3742,0,27,0
55314,0.0044,1.4347,1.6428,0.7385,0.3746,0,27,0
66878,0.0043,1.5579,1.8046,0.8161,0.4135,1,27,0
84731,0.0073,2.3063,1.9645,0.8523,0.2979,1,27,0
84731,0.0073,2.3063,1.9645,0.8523,0.2979,1,27,0
99828,0.0116,2.1761,2.0202,0.7241,0.4988,1,35,1
99828,0.0116,2.1761,2.0202,0.7241,0.4988,1,35,1
107613,0.0136,2.345,2.4262,0.6798,0.5751,1,35,1
107021,0.014,2.4569,2.2676,0.6873,0.4874,1,35,1
147079,0.0175,2.6824,2.7347,0.7425,0.4547,1,35,1
125063,0.0244,2.8122,3.462,0.6978,0.5786,1,23,1
115004,0.0209,2.7743,2.8609,0.6709,0.4913,0,23,1
137909,0.0224,2.9461,3.1386,0.7349,0.4825,0,23,1
112793,0.0127,2.2615,2.3147,0.7304,0.5832,0,17,1
128973,0.0184,2.5628,2.7115,0.7188,0.5106,0,35,1
115663,0.0127,2.1818,2.5203,0.732,0.5265,1,35,1
123864,0.0143,2.36,2.7616,0.7384,0.4749,0,35,1
118544,0.0137,2.185,2.4655,0.7164,0.4789,0,17,1
108914,0.0123,2.0638,2.243,0.7049,0.6396,0,17,1
79889,0.0067,2.3002,1.9847,0.7795,0.3799,1,27,0
59302,0.0024,1.5065,1.6267,0.8539,0.3938,1,27,0
64378,0.0037,1.6976,1.7518,0.807,0.1974,0,27,0
67290,0.007,1.8144,1.7843,0.7741,0.4453,1,27,0
76603,0.009,1.9843,2.0036,0.7535,0.4348,1,27,0
57886,0.0051,1.905,1.6735,0.6469,0.2177,1,27,0
52810,0.0024,1.0593,1.5635,0.8628,0.2909,0,27,0
83266,0.0072,2.3408,2.0335,0.7742,0.3259,1,27,0
83266,0.0072,2.3408,2.0335,0.7742,0.3259,1,27,0
65089,0.0052,1.4811,1.7427,0.7998,0.4695,0,27,0
117963,0.0226,2.5931,3.0713,0.6572,0.6524,1,23,1
139888,0.0257,2.9297,2.7118,0.657,0.4768,1,23,1
99107,0.0162,2.4442,2.5927,0.711,0.5063,1,23,1
119554,0.0134,2.2035,2.495,0.7255,0.5475,0,17,1
119554,0.0134,2.2035,2.495,0.7255,0.5475,0,17,1
151364,0.0193,2.8934,2.7609,0.748,0.5248,1,17,1
139435,0.0183,2.5542,2.8961,0.6505,0.5574,0,17,1
121494,0.0162,2.4742,2.6795,0.7731,0.4747,0,35,1
130568,0.0197,2.5519,2.9723,0.6941,0.5967,1,35,1
118950,0.0095,2.4401,2.4931,0.7877,0.4373,1,35,1
150117,0.0213,2.9919,2.9822,0.7348,0.4982,0,63,1
151631,0.0208,2.9192,2.9838,0.7364,0.4967,1,63,1
172176,0.0225,2.9708,3.1249,0.7432,0.4596,1,63,1
172176,0.0225,2.9708,3.1249,0.7432,0.4596,1,63,1
112542,0.0166,2.7859,2.8101,0.7009,0.6068,1,23,1
93757,0.0146,2.4237,2.5803,0.6645,0.6092,0,23,1
97912,0.0155,2.5802,2.5355,0.7351,0.4594,1,23,1
157110,0.0224,2.8776,3.2721,0.6781,0.5348,1,63,1
132359,0.0182,2.5305,2.8214,0.6362,0.6011,0,63,1
124412,0.0177,2.5557,2.5374,0.6499,0.5396,1,63,1
124412,0.0177,2.5557,2.5374,0.6499,0.5396,1,63,1
105833,0.013,2.2225,2.1612,0.6915,0.5726,1,35,1
114300,0.0138,2.5566,2.5298,0.7155,0.5484,0,35,1
126935,0.0174,2.5287,2.6635,0.7047,0.5818,1,63,1
142051,0.0161,2.8895,2.7998,0.7677,0.5229,0,63,1
66310,0.0059,1.9711,1.7646,0.8172,0.227,1,27,0
63272,0.0051,1.5464,1.6865,0.7765,0.3407,1,27,0
61522,0.0037,1.4886,1.7752,0.8185,0.3823,1,27,0
75589,0.0059,1.6721,1.992,0.8192,0.462,0,27,0
91100,0.01,2.1635,1.8319,0.7495,0.4206,0,27,0
74804,0.0075,1.7278,1.9431,0.7736,0.4733,0,27,0
108108,0.0109,2.4518,2.2957,0.8125,0.4322,0,35,1
94369,0.0113,1.8504,2.3064,0.6947,0.5765,1,35,1
98664,0.0152,2.1422,2.252,0.6165,0.4925,1,35,1
107725,0.0187,2.5422,2.7975,0.6642,0.6092,1,23,1
100553,0.0152,2.4895,2.655,0.6902,0.5087,0,23,1
141542,0.0188,2.8293,2.799,0.7407,0.5531,0,63,1
141542,0.0188,2.8293,2.799,0.7407,0.5531,0,63,1
138127,0.0153,2.8491,2.7609,0.762,0.5234,1,63,1
73359,0.0077,1.7199,2.0232,0.6938,0.3368,1,27,0
98557,0.0081,2.2671,2.1202,0.8502,0.3423,0,27,0
84786,0.0108,1.9453,2.3551,0.69,0.4632,1,27,0
99091,0.0049,2.2448,2.1993,0.8693,0.3008,1,27,0
74584,0.0067,1.6518,1.9443,0.7481,0.5771,1,27,0
126799,0.0146,2.7052,2.466,0.7509,0.5505,0,17,1
144023,0.0153,2.8302,2.5942,0.679,0.4623,0,17,1
136151,0.0163,2.6617,2.8119,0.7378,0.4524,1,17,1
101381,0.0124,1.9206,2.5002,0.6645,0.5932,1,35,1
93432,0.0093,1.8343,2.2739,0.757,0.5912,1,35,1
106058,0.0131,2.0247,2.6273,0.689,0.5807,1,35,1
108457,0.0135,2.2619,2.4896,0.649,0.6138,1,35,1
101513,0.0173,2.2469,3.075,0.6692,0.6303,0,23,1
130002,0.0234,2.7006,3.2051,0.7008,0.5371,1,23,1
128713,0.0238,2.8789,3.2563,0.6655,0.6184,1,23,1
81707,0.0101,1.6927,2.2186,0.6041,0.5728,0,27,0
81707,0.0101,1.6927,2.2186,0.6041,0.5728,0,27,0
79926,0.0063,1.821,1.9272,0.7957,0.4878,1,27,0
78155,0.0063,1.8346,1.9943,0.7806,0.4251,1,27,0
84071,0.0099,1.8245,2.1569,0.6851,0.4747,0,27,0
88741,0.011,2.0311,2.2161,0.69,0.4633,1,27,0
69276,0.0056,1.521,1.9129,0.7247,0.529,0,27,0
102953,0.0121,2.2383,2.3059,0.767,0.5263,1,35,1
124822,0.0135,2.8028,2.5057,0.6842,0.3799,1,35,1
129446,0.0183,2.6004,2.6684,0.7159,0.5235,1,35,1
117989,0.013,2.6073,2.457,0.7114,0.5467,1,35,1
127333,0.0162,2.5581,2.359,0.6625,0.493,0,17,1
139600,0.0176,2.7256,2.6675,0.7209,0.4082,0,17,1
154960,0.018,2.9798,2.7513,0.7025,0.3527,0,17,1
116096,0.0153,2.4141,2.3027,0.6675,0.5735,1,63,1
141650,0.0211,2.6044,3.1364,0.6909,0.657,1,63,1
140491,0.0164,2.928,2.8071,0.76,0.4417,1,63,1
135622,0.0184,2.6704,2.7969,0.7211,0.5107,1,63,1
159099,0.021,3.1862,2.9359,0.655,0.3126,0,63,1
156386,0.0231,2.7853,3.194,0.7123,0.5118,0,63,1
105272,0.0125,2.1981,2.3547,0.7381,0.5057,0,35,1
103225,0.0127,1.9764,2.5639,0.6738,0.5912,1,35,1
147727,0.0223,2.6774,2.6859,0.6354,0.6173,1,63,1
151386,0.021,2.9393,2.9097,0.719,0.4197,1,63,1
149228,0.019,2.9138,2.8002,0.6276,0.5069,1,63,1
120087,0.0222,2.5585,3.1189,0.6906,0.6815,1,23,1
138175,0.0255,3.0113,3.1417,0.7099,0.5084,1,23,1
138175,0.0255,3.0113,3.1417,0.7099,0.5084,1,23,1
149654,0.0242,3.0769,3.3102,0.7503,0.5034,0,23,1
76591,0.0077,1.6833,2.0991,0.7094,0.374,1,27,0
73340,0.0079,1.7766,1.8817,0.7679,0.466,0,27,0
89884,0.0121,2.156,2.2379,0.6589,0.4475,1,27,0
81272,0.0076,1.9873,2.1037,0.7591,0.2174,1,27,0
144532,0.0297,2.8618,4.1646,0.6373,0.669,0,23,1
112434,0.0189,2.619,2.8555,0.7344,0.5589,0,23,1
102940,0.0129,2.0573,2.619,0.6798,0.5264,0,27,0
78764,0.0057,1.8142,1.9371,0.7963,0.3851,0,27,0
89236,0.0082,1.9298,2.2327,0.7985,0.4422,0,27,0
103445,0.0103,2.4211,2.2486,0.8301,0.3137,1,27,0
142441,0.017,2.4365,2.8189,0.7331,0.4786,0,17,1
166940,0.0196,2.9985,2.8809,0.6812,0.4432,0,17,1
125765,0.0229,2.6573,3.3789,0.6787,0.6425,1,23,1
160869,0.0303,3.1316,3.0191,0.6636,0.5682,1,23,1
150264,0.0204,2.7846,3.1839,0.7062,0.5092,0,63,1
137541,0.0194,2.5269,2.8797,0.6916,0.5852,1,63,1
150396,0.0217,2.9705,2.8008,0.717,0.4915,0,63,1
116620,0.0136,2.5997,2.5367,0.7171,0.5895,1,35,1
98497,0.0116,2.2208,2.2703,0.6467,0.5055,1,35,1
111526,0.0138,2.576,2.3762,0.7431,0.5081,1,35,1
99101,0.0132,2.1859,2.5791,0.6702,0.3719,0,27,0
82479,0.009,1.8208,2.1517,0.7331,0.4765,0,27,0
80891,0.0064,1.871,2.0941,0.8498,0.2257,0,27,0
80891,0.0064,1.871,2.0941,0.8498,0.2257,0,27,0
154138,0.0278,3.2435,3.7413,0.6825,0.5597,1,23,1
149404,0.0286,3.0974,3.3959,0.7114,0.6178,1,23,1
101262,0.0125,2.3686,2.2072,0.6642,0.6115,1,35,1
160266,0.0226,2.9695,2.5416,0.6824,0.5048,1,35,1
115239,0.0138,2.6759,2.4423,0.7809,0.4902,1,35,1
121615,0.0156,2.7306,2.5378,0.7379,0.4956,0,35,1
102972,0.0136,2.4665,2.1835,0.6908,0.5014,1,35,1
132217,0.0152,2.7956,2.5705,0.6741,0.3978,1,35,1
95652,0.0107,2.2805,2.0442,0.6928,0.5824,1,35,1
76107,0.0077,2.2457,1.7488,0.737,0.1223,1,55,0
69215,0.0045,1.5399,1.823,0.836,0.3372,1,55,0
74333,0.0068,2.1585,1.7458,0.7226,0.255,1,55,0
69719,0.0062,1.8698,1.8317,0.7071,0.431,1,55,0
69719,0.0062,1.8698,1.8317,0.7071,0.431,1,55,0
67759,0.0069,1.501,1.8778,0.616,0.4149,1,55,0
59249,0.0027,1.56,1.6662,0.8184,0.236,1,55,0
90905,0.0096,2.5304,2.1574,0.7678,0.3697,1,55,0
75819,0.0084,1.9085,1.9867,0.7594,0.6153,1,55,0
59266,0.0052,1.5115,1.6986,0.7132,0.3823,1,55,0
66666,0.0036,1.7503,1.7819,0.9137,0.3752,1,55,0
82391,0.0079,2.4363,2.0192,0.7497,0.4116,1,55,0
138003,0.0265,2.8561,3.4071,0.6837,0.5781,0,23,1
118692,0.0146,2.6705,2.4639,0.7552,0.5704,1,35,1
139316,0.0161,2.692,2.5906,0.7556,0.4949,1,35,1
106235,0.0126,2.2342,2.3669,0.7209,0.4754,1,35,1
108959,0.0141,2.2567,2.5554,0.7163,0.6066,0,35,1
74304,0.0107,2.1404,2.1366,0.7372,0.5578,1,20,0
67922,0.0075,2.0288,1.9664,0.7238,0.2323,1,20,0
51698,0.0048,1.4839,1.6697,0.7208,0.5111,1,20,0
59195,0.0038,1.6496,1.839,0.8554,0.267,1,20,0
64996,0.007,1.6711,2.0485,0.7178,0.3114,0,20,0
82498,0.0129,2.1619,2.3192,0.7491,0.5197,1,20,0
56340,0.0059,1.6085,1.7534,0.6137,0.2271,1,20,0
62665,0.0094,1.7769,1.8081,0.7127,0.3443,1,20,0
67743,0.0085,1.8232,1.9603,0.7401,0.5852,1,20,0
64897,0.0077,1.6098,2.1235,0.6989,0.5064,1,20,0
55278,0.0059,1.8562,1.7313,0.721,0.4598,1,20,0
143387,0.0287,2.8728,3.5636,0.6581,0.6231,1,23,1
138324,0.0265,2.9419,3.0311,0.6674,0.5415,1,23,1
74995,0.0069,2.0526,1.786,0.7233,0.1959,1,55,0
61220,0.0052,1.3253,1.7273,0.6868,0.5957,1,55,0
67596,0.0049,1.8905,1.8494,0.794,0.1486,1,55,0
71525,0.007,1.679,2.0116,0.7258,0.36,1,55,0
69916,0.006,1.6459,1.785,0.7924,0.4805,1,55,0
84632,0.0029,2.1974,1.9206,0.8971,0.2232,1,55,0
60631,0.0033,1.4418,1.6669,0.844,0.3891,1,55,0
96728,0.0094,2.283,2.0824,0.8358,0.4324,1,55,0
89883,0.0115,2.0635,2.2364,0.6433,0.4882,1,55,0
76394,0.0084,1.6585,2.0649,0.6885,0.3539,0,55,0
107850,0.0125,2.2161,2.3606,0.7204,0.5069,0,35,1
118661,0.0138,2.6308,2.4823,0.7084,0.5912,1,35,1
69947,0.0085,2.1316,2.0018,0.6753,0.3641,1,20,0
59988,0.0035,1.6404,1.7571,0.8749,0.255,1,20,0
63060,0.0068,1.6029,1.9468,0.7003,0.426,1,20,0
80710,0.0078,2.4247,2.0615,0.7566,0.3719,1,20,0
80710,0.0078,2.4247,2.0615,0.7566,0.3719,1,20,0
59070,0.007,1.8836,1.7974,0.6475,0.2989,1,20,0
54813,0.0033,1.5945,1.7232,0.8744,0.2643,1,20,0
67175,0.0072,1.9525,1.7129,0.7473,0.3296,1,20,0
81742,0.0106,2.1063,2.2381,0.6953,0.5292,1,20,0
92138,0.0063,2.3329,2.2872,0.8462,0.2083,1,20,0
69490,0.0064,1.9824,2.0278,0.7901,0.2159,1,20,0
102085,0.0126,2.1792,2.0871,0.6734,0.533,1,35,1
114243,0.0122,2.5701,2.4532,0.7182,0.5989,1,35,1
95974,0.0111,1.8458,2.3493,0.6812,0.6112,1,35,1
71345,0.007,1.6343,1.9991,0.7028,0.3852,1,55,0
80594,0.0078,1.8513,2.0511,0.7553,0.4054,1,55,0
107407,0.0133,2.5423,2.4342,0.7064,0.4552,1,55,0
81892,0.0102,1.9473,2.2048,0.6876,0.5035,0,55,0
70222,0.0046,1.8139,1.7468,0.7691,0.2704,0,55,0
77517,0.0107,1.9643,1.8953,0.6948,0.3587,1,55,0
81666,0.0096,1.9672,1.9719,0.7554,0.4738,0,55,0
79645,0.008,1.9654,2.0155,0.6541,0.4407,1,55,0
87384,0.0126,2.3956,2.3532,0.7536,0.4675,1,20,0
92113,0.0138,2.3206,2.1522,0.671,0.5001,1,20,0
92301,0.0142,2.2426,2.3911,0.6576,0.5378,1,20,0
69085,0.0063,1.8142,1.8906,0.7331,0.3345,0,20,0
67502,0.0104,2.0123,1.8655,0.7252,0.5544,1,20,0
85928,0.0119,2.1052,2.2246,0.7333,0.5292,0,20,0
84547,0.0126,2.2532,2.4015,0.7214,0.4127,1,20,0
113909,0.0133,2.5435,2.4852,0.739,0.5698,1,35,1
122424,0.0122,2.7022,2.5132,0.8011,0.4889,1,35,1
133612,0.016,2.8438,2.6431,0.6523,0.3557,1,35,1
104927,0.0123,2.2063,2.3512,0.7252,0.4785,1,35,1
112897,0.0133,2.2466,2.3556,0.7144,0.5427,0,17,1
136413,0.0125,2.7793,2.5966,0.7884,0.5004,0,17,1
83467,0.0091,1.7802,2.2772,0.678,0.5265,1,55,0
86135,0.0104,1.8161,2.2664,0.6741,0.5266,1,55,0
72600,0.0082,1.6984,2.0347,0.6857,0.5006,1,55,0
74188,0.0073,1.9647,1.8326,0.7419,0.4262,1,55,0
74201,0.0055,1.7233,1.9351,0.8566,0.3406,1,55,0
74201,0.0055,1.7233,1.9351,0.8566,0.3406,1,55,0
76013,0.0079,1.8186,1.9353,0.7722,0.532,0,55,0
144157,0.0283,2.9189,3.577,0.6671,0.6262,0,23,1
148555,0.0236,3.1866,3.5098,0.7504,0.5248,0,23,1
87273,0.0124,2.2297,2.3797,0.6645,0.5493,1,20,0
78276,0.0106,1.9765,2.3594,0.7048,0.4551,1,20,0
67697,0.0044,1.8418,1.8332,0.8527,0.3536,1,20,0
74773,0.0071,1.8047,2.0771,0.7691,0.4415,1,20,0
77460,0.0082,2.1276,1.8178,0.784,0.2931,1,20,0
90991,0.0105,2.5446,2.2697,0.718,0.4517,1,20,0
67003,0.0085,1.9848,1.9274,0.6052,0.3487,1,20,0
67003,0.0085,1.9848,1.9274,0.6052,0.3487,1,20,0
66692,0.0107,1.9483,1.8857,0.6706,0.3743,1,20,0
85641,0.0116,1.9653,2.507,0.6873,0.3774,0,20,0
85641,0.0116,1.9653,2.507,0.6873,0.3774,0,20,0
90023,0.0094,2.1824,1.8731,0.7004,0.3954,1,55,0
92693,0.011,2.3119,2.2054,0.6715,0.2884,0,55,0
78743,0.0084,1.7152,2.0825,0.6882,0.4191,1,55,0
90218,0.0077,1.9926,2.1474,0.7972,0.4672,0,55,0
101318,0.012,2.3423,2.061,0.705,0.4876,0,55,0
87406,0.0102,1.9284,2.4024,0.6811,0.4274,1,55,0
125398,0.0155,2.3826,2.517,0.7045,0.5752,0,17,1
125020,0.0156,2.4122,2.5342,0.6663,0.5982,0,17,1
157502,0.0164,2.932,2.8751,0.7573,0.5109,0,17,1
147591,0.0295,3.0296,3.9533,0.6715,0.6166,0,23,1
103265,0.0109,2.4148,2.2784,0.8233,0.2927,1,55,0
90711,0.011,2.074,2.1511,0.7361,0.4775,0,55,0
95007,0.0115,2.3037,2.2975,0.6734,0.4445,0,55,0
78865,0.0095,2.0235,1.9674,0.6416,0.4685,1,55,0
93447,0.014,2.0232,2.1215,0.66,0.475,1,55,0
130244,0.0159,2.8062,2.4837,0.7471,0.4469,0,17,1
166886,0.0194,3.0392,3.0531,0.756,0.5163,0,17,1
153924,0.017,2.7229,2.6165,0.7423,0.498,0,17,1
89348,0.0108,2.1884,2.1518,0.7489,0.4048,0,19,0
101121,0.0141,2.0441,2.6736,0.6387,0.6465,0,19,0
106313,0.0071,2.4012,2.3138,0.8322,0.3243,0,19,0
88902,0.0086,2.087,2.1983,0.7771,0.3477,0,19,0
100169,0.0087,2.3064,2.209,0.8608,0.4243,0,19,0
105721,0.013,2.6991,2.5218,0.7263,0.3933,1,20,0
89990,0.0128,2.0708,2.6133,0.6784,0.5601,1,20,0
103937,0.0089,2.4159,2.4464,0.8242,0.3246,1,20,0
87747,0.0106,1.781,2.2291,0.709,0.5771,1,20,0
104491,0.017,2.2547,2.852,0.6447,0.5013,1,20,0
93969,0.0122,2.2607,2.4924,0.7337,0.5011,1,20,0
84269,0.0096,1.9726,2.3005,0.737,0.4428,1,20,0
169558,0.0227,2.9601,3.0022,0.7156,0.5497,0,17,1
147296,0.0191,2.6873,2.8937,0.6803,0.5179,0,17,1
116296,0.0141,2.0688,2.6706,0.6723,0.6532,0,17,1
101080,0.0166,2.406,2.5587,0.6649,0.5417,1,20,0
85885,0.0101,1.9885,2.2429,0.7435,0.3796,1,20,0
108474,0.0139,2.5004,2.5205,0.7933,0.4348,1,20,0
108474,0.0139,2.5004,2.5205,0.7933,0.4348,1,20,0
94738,0.0132,2.1566,2.4776,0.7013,0.5127,1,20,0
74424,0.0067,1.9063,1.9693,0.7924,0.5146,1,20,0
89085,0.0101,2.1739,2.4761,0.7408,0.3163,1,20,0
102253,0.0118,2.4575,2.4331,0.8124,0.4406,1,20,0
115835,0.0189,2.4662,3.1114,0.7423,0.5825,1,20,0
82107,0.0133,2.0435,2.1176,0.6873,0.4901,1,20,0
96107,0.0138,2.2247,2.4048,0.7746,0.4941,1,20,0
122650,0.0203,2.6372,3.2313,0.7312,0.5697,1,20,0
122650,0.0203,2.6372,3.2313,0.7312,0.5697,1,20,0
93804,0.0095,2.1793,2.3301,0.794,0.3869,1,20,0
101031,0.0128,2.0771,2.4566,0.764,0.4906,1,20,0
118164,0.0145,2.3534,2.3403,0.7115,0.5681,1,35,1
94903,0.0113,1.8951,2.4612,0.6576,0.6072,1,35,1
106914,0.0125,2.5806,2.2148,0.7559,0.4243,1,35,1
91893,0.0107,2.1588,2.1064,0.7645,0.5313,0,21,1
79688,0.0064,1.8434,1.9326,0.6988,0.4686,1,21,1
111364,0.0131,2.2063,2.4751,0.726,0.5389,0,35,1
99420,0.0114,2.2464,2.2259,0.7408,0.553,0,35,1
108355,0.0144,1.9764,2.6831,0.6784,0.6719,0,35,1
129316,0.0155,2.7078,2.4748,0.7307,0.5493,0,17,1
139550,0.0143,2.6259,2.458,0.767,0.476,0,17,1
141876,0.0285,3.0431,3.4661,0.6619,0.5628,1,23,1
141876,0.0285,3.0431,3.4661,0.6619,0.5628,1,23,1
158868,0.0292,3.3298,3.852,0.6782,0.6017,1,23,1
111017,0.0123,2.2978,2.1595,0.7069,0.5884,0,17,1
149503,0.0156,2.887,2.7706,0.7893,0.4784,0,17,1
137764,0.0167,2.5609,2.4622,0.7285,0.5201,0,17,1
112375,0.0137,2.4265,2.2397,0.677,0.5052,0,17,1
141641,0.015,2.6358,2.4956,0.7578,0.4497,1,17,1
153777,0.0306,3.0952,4.025,0.6912,0.6029,1,23,1
122234,0.0228,2.7408,3.1165,0.6564,0.6037,1,23,1
105930,0.0128,2.4457,2.0033,0.718,0.4059,0,27,0
90437,0.0097,1.8151,2.0877,0.6718,0.5236,0,27,0
110169,0.012,2.627,2.4526,0.7758,0.5105,1,55,0
93329,0.0105,2.0512,2.146,0.8106,0.552,1,55,0
101871,0.013,2.3525,2.4403,0.6696,0.466,1,55,0
90256,0.0093,1.859,2.3819,0.7005,0.471,0,55,0
92674,0.0108,1.7951,2.1666,0.6749,0.5357,1,55,0
103911,0.0126,2.3472,2.3517,0.6836,0.5389,1,35,1
105570,0.0126,2.3311,2.3505,0.6588,0.5887,1,35,1
107805,0.0139,1.9542,2.6724,0.6493,0.7028,1,35,1
121320,0.0116,2.7088,2.4586,0.8114,0.4813,1,35,1
113551,0.0197,2.5979,3.0159,0.7159,0.5961,1,20,0
94018,0.0116,2.1309,2.4955,0.7885,0.4584,1,20,0
95637,0.0163,2.1237,2.3262,0.676,0.4298,0,20,0
117333,0.0171,2.7731,2.8262,0.7152,0.533,1,20,0
90433,0.0138,2.1845,2.6528,0.6568,0.5222,1,20,0
120712,0.0137,2.2486,2.4948,0.7081,0.5168,0,17,1
130015,0.0241,2.8458,3.236,0.6371,0.649,1,23,1
122786,0.0205,2.6042,3.1002,0.7043,0.549,1,23,1
117863,0.0181,2.5345,2.9636,0.6955,0.5533,1,20,0
107521,0.0161,2.3346,2.9405,0.7158,0.3959,1,20,0
96878,0.0141,2.4975,2.4672,0.6762,0.4381,0,20,0
107245,0.0096,2.5478,2.4945,0.814,0.3061,1,20,0
90553,0.0159,2.133,2.269,0.6848,0.3989,1,20,0
111219,0.0152,2.4238,2.1827,0.6861,0.4022,0,27,0
95341,0.0082,2.0729,2.1058,0.7897,0.4325,0,27,0
85029,0.0071,1.8924,2.1461,0.8248,0.3522,0,27,0
103587,0.0116,2.4423,2.3941,0.7519,0.4625,1,55,0
95777,0.0102,1.8708,2.3743,0.6823,0.4906,1,55,0
113922,0.0131,2.5438,2.5022,0.7433,0.5101,1,55,0
104743,0.0139,2.4328,2.4848,0.6827,0.4199,1,55,0
89008,0.0104,2.2402,1.9637,0.7112,0.5023,1,55,0
160591,0.032,3.0317,4.2246,0.6848,0.6453,0,23,1
118000,0.0211,2.7569,3.0075,0.6681,0.5912,1,23,1
103257,0.0154,2.1903,2.971,0.6844,0.5595,1,20,0
95677,0.0128,2.1474,2.6331,0.6911,0.4541,0,20,0
83950,0.0097,2.009,2.391,0.7598,0.3507,1,20,0
109029,0.0172,2.4398,2.6534,0.7396,0.4359,1,20,0
124215,0.0202,2.9006,3.1188,0.6685,0.6138,0,23,1
142594,0.0272,2.979,3.6472,0.6383,0.5954,1,23,1
117173,0.0128,2.4252,2.5328,0.8083,0.4929,1,55,0
115913,0.0135,2.6615,2.5719,0.7085,0.5207,1,55,0
98301,0.0092,2.1006,2.2009,0.7754,0.4097,0,55,0
110228,0.0128,2.2097,2.6955,0.7608,0.4015,1,55,0
107133,0.0133,2.3143,2.109,0.6988,0.4658,1,55,0
98506,0.0151,2.1714,2.8781,0.6279,0.568,0,20,0
132818,0.0241,2.7113,3.3529,0.6777,0.543,1,20,0
96793,0.0135,2.3408,2.3675,0.6815,0.4109,1,20,0
105107,0.0134,2.3072,2.65,0.7633,0.4137,1,20,0
117944,0.0156,2.3518,2.2936,0.6745,0.5172,0,27,0
